carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
206,2339,2011,29/03/17,A,BALCARCE,ESCUELA DE EDUCACION MEDIA N°1  GRAL. ANTONIO GONZALEZ BALCARCE,MODALIDAD CIENCIAS NATURALES
206,6177,2011,29/03/17,A,MAR DEL PLATA,INSTITUTO JESUS OBRERO,BACHILLER CON ORIENTACION PERITO CONTABLE
204,1157,2003,29/03/17,A,AZUL,ESCUELA POLIMODAL Nº 6 BERNARDINO RIVADAVIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,2866,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,992,2011,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,6203,2011,29/03/17,A,TRES ARROYOS,INSTITUTO NUESTRA SRA.DE LUJAN,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,4524,2011,29/03/17,A,CAMET,Escuela de Educación  Media Nº 1 (E.E.M N°1),BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,2381,2011,29/03/17,A,LAPRIDA,ESCUELA POLIMODAL Nº 1 FRANCISCO N DE LAPRIDA,BACHILLER EN CIENCIAS SOCIALES
206,6342,2011,29/03/17,A,MAR DEL PLATA,INSTITUTO PERALTA RAMOS,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,3546,2011,29/03/17,A,ESTANISLAO DEL CAMPO,INSTITUTO PERALTA RAMOS,BACHILLER EN CIENCIAS NATURALES
206,382,2011,29/03/17,A,MAR DEL PLATA,INSTITUTO PERALTA RAMOS,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,2931,2011,29/03/17,A,Ciudad Autónoma de Buenos Aires,ESCUELA DE EDUCACION MEDIA N°1 LUCIO V. MANSILLA,BACHILLER EN CIENCIAS SOCIALES
203,4469,2009,29/03/17,A,TRES ARROYOS,Plan FINES,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
204,4469,2003,29/03/17,A,TRES ARROYOS,Plan FINES,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,4778,2011,29/03/17,A,ZENTENA,ESCUELA POLIMODAL Nº 7,BACHILLER CON ORIENTACION EN COMUNICACION
205,4778,2004,03/08/17,A,ZENTENA,ESCUELA POLIMODAL Nº 7,BACHILLER CON ORIENTACION EN COMUNICACION
206,3046,2011,29/03/17,A,AZUL,INSTITUTO SAGRADA FAMILIA,BACHILLER BILINGüE EN CIENCIAS SOCIALES
206,5490,2011,29/03/17,A,GENERAL ALVARADO,INSTITUTO NTRA.SEÑORA DE LUJAN,BACHILLER EN CIENCIAS SOCIALES
206,1452,2011,29/03/17,A,SAN CLEMENTE DEL TUYU,INSTITUTO AGUSTIN ELIZALDE,TÉCNICO EN COMPUTACION
206,2578,2011,29/03/17,A,AZUL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5873,2011,10/04/17,N,AZUL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
205,5873,2004,01/08/17,A,AZUL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,559,2011,29/03/17,A,AZUL,INSTITUTO SAGRADA FAMILIA,Bachiller en Ciencias Sociales
213,1243,2014,24/04/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER CON ORIENTACION ELECTROMECANICA
206,5215,2011,31/03/17,A,MIRAMAR,ESCUELA TECNICA Nº 1 JULIO ARGENTINO ROCA,BACHILLER CON ORIENTACION EN COMPUTACION
205,3515,2004,29/03/17,A,Indeterminada,ESCUELA POLIMODAL Nº 1 CORBETA URUGUAY,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5290,2011,29/03/17,A,BARILOCHE,COLEGIO CASTEX,BACHILLER EN TECNOLOGIA DE LA INFORMACION
203,3466,2009,29/03/17,A,LOBERIA,ESCUELA SECUNDARIA NRO 3,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
201,3466,2004,01/08/17,A,LOBERIA,ESCUELA SECUNDARIA NRO 3,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5456,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 1 MINISTRO ZARINI,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,3938,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 1 LUCIO V MANSILLA,BACHILLER EN EDUCACION FISICA
213,2394,2014,29/03/17,A,TRES ARROYOS,INSTITUTO JESUS ADOLESCENTE,BACHILLER EN CIENCIAS SOCIALES
206,4211,2011,29/03/17,A,TANDIL,ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN,BACHILLER
206,253,2011,29/03/17,A,TANDIL,COLEGIO ESTRELLA DE BELEN,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,4176,2011,29/03/17,A,SAN MARTIN,ESC. SECUNDARIA BASICA NRO. 15,BACHILLER CON ORIENTACION MUSICAL.
213,250,2014,29/03/17,A,MORON,ESCUELA ARGENTINA DEL OESTE,BACHILLER COMERCIAL
213,1134,2014,29/03/17,A,MAR DEL PLATA,Escuela de Educación  Media Nº 1 (E.E.M N°1),BACHILLER EN CIENCIAS NATURALES
206,112,2011,29/03/17,A,PUERTO SANTA CRUZ,ESCUELA POLIMODAL Nº 2 FLORENTINO AMEGHINO,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
206,6131,2011,29/03/17,A,AYACUCHO,ESCUELA AGRARIA Nº 1 PERITO MORENO,BACHILLER CON ORIENTACION AGRARIA
206,327,2011,29/03/17,A,BENITO JUAREZ,INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
201,590,2004,29/03/17,A,BENITO JUAREZ,ESCUELA POLIMODAL Nº 1 MINISTRO ZARINI,Bachiller Modalidad Humanidades y Ciencias Sociales
206,97,2011,29/03/17,A,MAR DEL PLATA,COLEGIO SAN MIGUEL,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
213,2137,2014,29/03/17,A,BAHIA BLANCA,INSTITUTO DR PEDRO DIAZ PUMARA,BACHILLER CON ORIENTACION DOCENTE
206,2021,2011,29/03/17,A,BENITO JUAREZ,ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO,TÉCNICO ELECTROMECANICO
206,3725,2011,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO,TÉCNICO ELECTROMECANICO
213,3200,2014,29/03/17,A,Ciudad Autónoma de Buenos Aires,COLEGIO SAN JOSE,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,1784,2011,31/05/17,A,LOMAS DE ZAMORA,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,1784,2014,11/08/17,A,LOMAS DE ZAMORA,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,323,2011,29/03/17,A,RAUCH,ESCUELA TECNICA Nº 1,BACHILLER
206,234,2011,24/04/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER EN CIENCIAS NATURALES
206,5087,2011,29/03/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER EN ARTES
206,5060,2011,29/03/17,A,TAPALQUE,ESCUELA POLIMODAL Nº 1 ARMADA ARGENTINA,BACHILLER CON ORIENTACION EN COMUNICACION
209,1954,2006,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,3462,2011,29/03/17,A,AZUL,INSTITUTO SAN CAYETANO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,3944,2011,29/03/17,A,TANDIL,COLEGIO SAN IGNACIO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,3574,2014,29/03/17,A,BOLIVAR,ESCUELA TECNICA Nº 1 LIBERTADOR SIMON BOLIVAR,TÉCNICO MECANICO ELECTRICISTA
206,2685,2011,29/03/17,A,TANDIL,ESCUELA SECUNDARIA NRO. 12,ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES
206,2670,2011,05/04/17,A,BALCARCE,ESCUELA DE EDUCACION MEDIA N°1  GRAL. ANTONIO GONZALEZ BALCARCE,BACHILLER CON ESPECIALIZACION EN COMUNICACION SOCIAL
206,6453,2011,29/03/17,A,GENERAL LAMADRID,ESCUELA MEDIA Nº 1 GENERAL MANUEL BELGRANO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,4999,2011,03/05/17,A,CORONEL PRINGLES,ESCUELA AGROTÉCNICA DIPREGEP Nº 1509,TÉCNICO AGROPECUARIO
206,5710,2011,29/03/17,A,OLAVARRIA,COLEGIO NUESTRA SEÑORA DE FATIMA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,3327,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 1 LUCIO V MANSILLA,BACHILLER EN CIENCIAS SOCIALES
206,2748,2011,29/03/17,A,Indeterminada,ESCUELA TECNICA Nº 1 JULIO ARGENTINO ROCA,BACHILLER Y TÉCNICO EN INFORMATICA
206,2378,2011,29/03/17,A,MAR DEL PLATA,COLEGIO NACIONAL ARTURO ILLIA,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
206,6003,2011,29/03/17,A,AZUL,INSTITUTO SAGRADA FAMILIA,ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES
206,6485,2011,09/05/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
201,6120,2004,29/03/17,A,ORENSE,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
205,6120,2004,29/03/17,A,ORENSE,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
204,6459,2003,29/03/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER EN CIENCIAS NATURALES
209,1286,2006,29/03/17,A,OLAVARRIA,INSTITUTO NTRA.SRA.DEL ROSARIO,MODALIDAD CIENCIAS NATURALES
201,5581,2004,29/03/17,A,NECOCHEA,INSTITUTO DIVINO MAESTRO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
204,32,2003,29/03/17,A,NECOCHEA,INSTITUTO NTRA.SRA.DEL ROSARIO,BACHILLER EN CIENCIAS SOCIALES
213,1324,2014,29/03/17,A,BENITO JUAREZ,ESCUELA POLIMODAL Nº 3 DR.BENITO JUAREZ EX COMERCIO Y BACH.,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
206,313,2011,29/03/17,A,Ciudad Autónoma de Buenos Aires,ESCUELA DE EDUCACION MEDIA Nº 1 DOMINGO FAUSTINO SARMIENTO,BACHILLER EN COMUNICACION SOCIAL
206,3705,2011,30/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
213,3705,2014,02/05/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,3012,2011,29/03/17,A,BOLIVAR,INSTITUTO CERVANTES,BACHILLER EN CIENCIAS SOCIALES
209,5995,2006,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TECNICO EN QUIMICA
201,4564,2004,29/03/17,A,BARILOCHE,CENTRO DE EDUCACION MEDIA Nº105,BACHILLER CON ORIENTACION EN GESTION PUBLICA
213,1330,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 2 FLORENTINO AMEGHINO,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
206,5080,2011,29/03/17,A,ADROGUE,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
213,4710,2014,29/03/17,A,ROSARIO,I.S.A.D.A.M.,"BACHILLER MODALIDAD ARTE, DISEÑO Y COMUNICACION"
206,1019,2011,29/03/17,A,BENITO JUAREZ,INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA,BACHILLER EN ARTE - ARTES VISUALES
206,206,2011,26/05/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5570,2011,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,4035,2011,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER EN CIENCIAS NATURALES
213,5752,2014,29/03/17,A,TANDIL,CENS NRO 451 PLAN PROVINCIAL DE FINALIZACION DE ESTUDIOS,BACHILLER EN CIENCIAS SOCIALES
201,6527,2004,29/03/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
205,6527,2004,07/04/17,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
213,5834,2014,29/03/17,A,NEUQUEN,ESCUELA MEDIA Nº 8,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,2903,2014,29/03/17,A,TANDIL,ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,5959,2014,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TÉCNICO QUIMICO
206,4543,2011,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD BIENES Y SERVICIOS
213,4543,2014,31/05/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD BIENES Y SERVICIOS
213,2009,2014,29/03/17,A,Indeterminada,ESCUELA NOR. JOSE MANUEL ESTRADA,BACHILLER COMERCIAL C/ORIENTACION ADM. EMPRESAS
206,5017,2011,29/03/17,A,TANDIL,COLEGIO SAN JOSE,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,1922,2011,29/03/17,A,TRES ARROYOS,ESCUELA POLIMODAL Nº 1 MANUEL BELGRANO,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5958,2011,05/04/17,A,MAR DEL PLATA,ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO,ELECTROTÉCNICO C/OR. EN ELECTRÓNICA INDUSTRIAL
213,1790,2014,29/03/17,A,CORDOBA,ESCUELA POLIMODAL Nº 3 JOSE HERNANDEZ,BACHILLER EN CIENCIAS SOCIALES. REL. HUMANAS
206,1806,2011,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
213,1806,2014,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
206,2377,2011,19/04/17,A,MAR DEL PLATA,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,3422,2011,29/03/17,A,OLAVARRIA,COLEGIO LIBERTAS,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
206,4029,2011,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD BIENES Y SERVICIOS
206,755,2011,29/03/17,A,MAR DEL PLATA,INSTITUTO FRAY MAMERTO ESQUIU,BACHILLER EN CIENCIAS NATURALES
206,2688,2011,05/04/17,A,Indeterminada,Liceo Galvarino Riveros Cárdenas,BACHILLER HUMANISTA Y CIENTIFICO
213,4985,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
213,6439,2014,29/03/17,A,OLAVARRIA,ESCUELA POLIMODAL Nº 1 MINISTRO ZARINI,PERITO MERCANTIL
213,3564,2014,29/03/17,A,TANDIL,ESCUELA AGRARIA Nº 1 DR. RAMON SANTAMARINA,TÉCNICO AGROPECUARIO
206,92,2011,29/03/17,A,TANDIL,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
213,1209,2014,29/03/17,A,BENITO JUAREZ,ESCUELA POLIMODAL Nº 3 DR.BENITO JUAREZ EX COMERCIO Y BACH.,Bachiller Modalidad Humanidades y Ciencias Sociales
209,4194,2006,19/04/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER EN CIENCIAS NATURALES
204,5268,2003,29/03/17,A,OLAVARRIA,COLEGIO NUESTRA SEÑORA DE FATIMA,BACHILLERATO
213,4319,2014,31/03/17,A,TAPALQUE,ESCUELA POLIMODAL Nº 1 ARMADA ARGENTINA,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
213,2250,2014,30/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 3 REPUBLICA DEL ECUADOR,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES Y HUMANAS
213,4965,2014,29/03/17,N,MAR DEL PLATA,ESCUELA POLIMODAL Nº 22 MARIANO MORENO,BACHILLER CON ORIENTACION EN COMUNICACION
213,5468,2014,29/03/17,A,OLAVARRIA,ESCUELA TECNICA Nº 2 LUCIANO FORTABAT,TÉCNICO SUPERIOR EN ELECTROMECANICA (7 AÑOS)
213,1124,2014,29/03/17,A,GENERAL LAMADRID,ESCUELA MEDIA Nº 1 GENERAL MANUEL BELGRANO,MODALIDAD CIENCIAS NATURALES
206,2556,2011,03/04/17,A,TANDIL,ESCUELA POLIMODAL Nº 8 FUERTE DE LA INDEPENDENCIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,577,2014,29/03/17,A,CALAFATE,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,650,2014,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
204,1393,2003,29/03/17,A,COMODORO RIVADAVIA,COLEGIO Nº 704 PREFECTURA NAVAL ARGENTINA,TÉCNICO EN BIOLOGIA MARINA Y LABORATORISTA
206,2554,2011,29/03/17,A,EL MORO,COLEGIO DOMINGO FAUSTINO SARMIENTO,PERITO COMERCIAL C/ESP. CONTABILIDAD EMPRESARIAL
206,4900,2011,10/08/17,A,TANDIL,CENS NRO 451 PLAN PROVINCIAL DE FINALIZACION DE ESTUDIOS,BACHILLERATO
213,539,2014,29/03/17,A,TANDIL,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
213,1908,2014,29/03/17,A,BENITO JUAREZ,INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA,BACHILLER EN HUMANIDADES Y CS SOCIALES
213,3370,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 8 FUERTE DE LA INDEPENDENCIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,6383,2011,12/04/17,A,TRES ARROYOS,ESCUELA AGROPECUARIA DE TRES ARROYOS,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
213,296,2014,29/03/17,A,CAÑADA SECA,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
206,2777,2011,29/03/17,A,MAR DEL PLATA,INSTITUTO STELLA MARIS ADORATRICES,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,2220,2011,05/04/17,A,AZUL,ESCUELA POLIMODAL Nº 6 BERNARDINO RIVADAVIA,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
205,2739,2004,29/03/17,A,BALCARCE,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
209,3956,2006,29/03/17,A,OLAVARRIA,INSTITUTO NTRA.SRA.DEL ROSARIO,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
213,2636,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,HUMANIDADES: IDIOMAS
206,6222,2011,29/03/17,A,GENERAL VILLEGAS,INSTITUTO MARIA INMACULADA,BACHILLER CON ORIENTACION EN CIENCIAS HUMANAS Y SOCIALES
206,2990,2011,29/03/17,A,SAN ANTONIO OESTE,ESCUELA MEDIA Nº 8,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
209,6310,2006,29/03/17,A,MAR DEL PLATA,ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO,TÉCNICO ELECTROMECANICO
213,6310,2014,29/03/17,A,MAR DEL PLATA,ESCUELA TECNICA Nº 1 REPUBLICA DE MEXICO,TÉCNICO ELECTROMECANICO
205,2073,2004,29/03/17,A,SAN MIGUEL,ESCUELA TECNICA Nº 1 RAUL SCALABRINI ORTIZ,TÉCNICO MAESTRO MAYOR DE OBRAS
209,4879,2006,29/03/17,A,OLAVARRIA,INSTITUTO SUPERIOR NUESTRA SEÑORA DEL ROSARIO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
212,2130,2007,29/03/17,A,MAGDALA,ESCUELA POLIMODAL Nº 1 ALFONSINA STORNI,BACHILLER CONTABLE C/ORIENTACION EN GEST. Y ADM.
206,5554,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER CON ORIENTACION MUSICAL.
213,3024,2014,29/03/17,A,TANDIL,ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN,BACHILLER
206,3079,2011,29/03/17,A,Indeterminada,ESCUELA TECNICA Nº 1 CRUCERO GRAL BELGRANO,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
206,1774,2011,29/03/17,A,TANDIL,COLEGIO NUESTRA TIERRA,BACHILLER
213,994,2014,29/03/17,A,GENERAL ROCA,ESCUELA NACIONAL ERNESTO SABATO,"ARTE, DISEÑO Y COMUNICACIONES"
206,3353,2011,29/03/17,A,OLAVARRIA,ESCUELA DE EDUCACION MEDIA N°10 JOSE MANUEL ESTRADA,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
213,3160,2014,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
206,3539,2011,29/03/17,A,NECOCHEA,INSTITUTO HUMBOLDT,BACHILLER BILINGÜE MODALIDAD HUMANIDADES Y CIENCIAS SOCIALES
206,1276,2011,29/03/17,A,GENERAL VILLEGAS,INSTITUTO MARIA INMACULADA,Bachiller en Ciencias Sociales
212,3271,2007,29/03/17,A,FLORENCIO VARELA,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,2674,2011,29/03/17,A,AYACUCHO,ESCUELA DE EDUCACION MEDIA Nº 1 DOMINGO FAUSTINO SARMIENTO,BACHILLER EN CIENCIAS NATURALES
213,6480,2014,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,BACHILLER EN CIENCIAS NATURALES
204,1847,2003,29/03/17,A,GENERAL RODRIGUEZ,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,BACHILLER EN LENGUAS MODERNAS
206,6102,2011,29/03/17,A,SAN CLEMENTE DEL TUYU,ESCUELA MEDIA NRO. 2 FLORENTINO AMEGHINO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
204,4838,2003,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,6364,2011,29/03/17,A,AZUL,INSTITUTO INMACULADA CONCEPCION DIPREGEP Nº 4106,BACHILLER EN CIENCIAS NATURALES
206,5364,2011,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
213,2765,2014,29/03/17,A,LOBERIA,ESCUELA MEDIA Nº 2,BACHILLERATO
206,1585,2011,29/03/17,A,TRES ARROYOS,"ESCUELA EGB N° 54 ""EX ANEXA COLEGIO NACIONAL""",BACHILLER EN ARTE - ARTES VISUALES
213,973,2014,29/03/17,A,TANDIL,ESCUELA MEDIA Nº 8,BACHILLER CON CAPACITACION LABORAL AUXILIAR EN DISEÑO Y COMUNICACIÓN
213,3100,2014,29/03/17,A,JUAN N. FERNANDEZ,INSTITUTO EXCELSIOR,PERITO MERCANTIL
213,2518,2014,03/04/17,A,BAHIA BLANCA,ESCUELA POLIMODAL Nº 14 EDUARDO MALLEA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,2844,2011,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
206,5534,2011,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER EN HUMANIDADES Y CS SOCIALES
213,5534,2014,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER EN HUMANIDADES Y CS SOCIALES
206,668,2011,29/03/17,A,CACHARI,ESCUELA POLIMODAL Nº 2 JOSE HERNANDEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5521,2011,29/03/17,A,BALCARCE,ESCUELA POLIMODAL Nº 1 GRAL. ANTONIO GONZALEZ BALCARCE,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5191,2011,29/03/17,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5348,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 2 FLORENTINO AMEGHINO,ECONOMÍA Y GESTIÓN DE LAS ORG.: ADMIN.
206,2145,2011,29/03/17,A,CHILLAR,ESCUELA POLIMODAL Nº 3 FLORENTINO AMEGHINO,Bachiller en Administración de Empresas
206,3552,2011,29/03/17,A,MAR DEL PLATA,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
204,4828,2003,29/03/17,A,ADOLFO GONZALES CHAVES,INSTITUTO JUAN ELICAGARAY,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
213,2003,2014,21/04/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,MAESTRO MAYOR DE OBRA
