carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
206,756,1995,27/06/06,A,AZUL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
206,237,1995,13/07/06,A,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,
206,1552,1995,18/08/06,A,MAR DEL PLATA,E.P.E.T.Nº1 ING. ROGELIO BOERO,
206,5660,1995,19/03/07,E,NECOCHEA,NUESTRA SRA. DE LOS DESAMPARADOS,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,1087,1995,19/03/07,A,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,1260,1995,19/03/07,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,Bachiller Modalidad Ciencias Naturales
206,5624,1995,19/03/07,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,936,1995,19/03/07,E,OLAVARRIA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,3690,1995,19/03/07,A,TANDIL,COLEGIO NACIONAL AGUSTIN ALVAREZ Nº 5,Bachiller Modalidad Humanidades y Ciencias Sociales
206,2638,1995,19/03/07,A,LA PLATA,COLEGIO NACIONAL AGUSTIN ALVAREZ Nº 5,Bachiller Modalidad Humanidades y Ciencias Sociales
206,4151,1995,19/03/07,E,OLAVARRIA,COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,622,1995,19/03/07,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5293,1995,19/03/07,A,NECOCHEA,ESCUELA BACHILLERATO TECNICO QUIMICO Nº 4-019 CAPITAN JOSE DANIEL VAZQUEZ,Bachiller Modalidad Humanidades y Ciencias Sociales
205,4305,2004,19/03/07,A,RAUCH,ESCUELA EXPERIMENTAL FEMENINA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,4250,1995,19/03/07,A,NECOCHEA,ESCUELA DE COMERCIO N2,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,600,1995,19/03/07,A,BAHIA BLANCA,COLEGIO SECUNDARIO JORGE LUIS BRGES,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
208,2693,1997,19/03/07,A,TANDIL,COLEGIO SEC.AUGUSTO PULENTA,TÉCNICO MECANICO ELECTRICISTA
206,4169,1995,19/03/07,A,ORENSE,AGROTECNICA DE CAUCETE,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,3171,1995,19/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,TÉCNICO ELECTROMECANICO
207,3171,1997,20/03/09,P,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,TÉCNICO ELECTROMECANICO
212,3171,2007,27/02/14,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,TÉCNICO ELECTROMECANICO
206,1530,1995,19/03/07,A,MAR DEL PLATA,COLE. NACIONAL,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
206,4340,1995,19/03/07,A,Indeterminada,COLEGIO SANTO DOMINGO,Bachiller Modalidad Humanidades y Ciencias Sociales
201,2986,2004,19/03/07,E,,JOSE HERNANDEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,2986,2004,19/03/07,A,,JOSE HERNANDEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,2986,2004,29/11/12,E,,JOSE HERNANDEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3217,1995,20/03/07,A,SAN SALVADOR DE JUJUY,EPET N 5,Bachiller Modalidad Economía y Gestión de las Organizaciones
201,2103,2004,20/03/07,E,AYACUCHO,,
211,2103,2004,01/04/14,A,AYACUCHO,,
206,4286,1995,20/03/07,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
203,1003,2009,20/03/07,A,, 9 DE JULIO CORDOBA 3271,
204,1003,2003,31/08/07,A,, 9 DE JULIO CORDOBA 3271,
212,1003,2007,15/06/11,A,, 9 DE JULIO CORDOBA 3271,
204,4760,2003,20/03/07,A,TANDIL,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,
206,2417,1995,20/03/07,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
208,2417,2010,17/03/11,E,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2316,1995,20/03/07,A,Indeterminada,ESC. SUPERIOR SARMIENTO,
206,6209,1995,20/03/07,N,CORDOBA,,TÉCNICO EN COMPUTACION
212,6209,2007,10/03/10,N,CORDOBA,,TÉCNICO EN COMPUTACION
206,1743,1995,20/03/07,N,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,2589,1995,20/03/07,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,1904,1995,20/03/07,A,Indeterminada,ESCUELA NACIONAL DE EDUCACION TECNICA Nº 9 de Capital Federal ¨ING. LUIS A. HUERGO¨,MAESTRO MAYOR DE OBRA
212,1904,2007,04/09/07,A,Indeterminada,ESCUELA NACIONAL DE EDUCACION TECNICA Nº 9 de Capital Federal ¨ING. LUIS A. HUERGO¨,MAESTRO MAYOR DE OBRA
204,6242,2003,20/03/07,A,TRES ARROYOS,COLEGIO NACIONAL FUERZA AEREA ARGENTINA,BACHILLER EN CIENCIAS NATURALES
201,3802,2004,20/03/07,A,RAUCH,ESCUELA EXPERIMENTAL FEMENINA,
205,3802,2004,27/02/09,A,RAUCH,ESCUELA EXPERIMENTAL FEMENINA,
206,3044,1995,20/03/07,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
212,3044,2007,31/03/14,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
213,3044,2014,11/03/16,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5212,1995,20/03/07,A,LOBERIA,ESCUELA AGROTECNICA SARMIENTO,
206,5111,1995,20/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,2290,1995,20/03/07,A,ADOLFO GONZALES CHAVES,ESC. URQUIZA . TUCUMAN,
201,3646,2004,20/03/07,A,Indeterminada,ESCUELA NACIONAL ERNESTO SABATO,
206,6448,1995,20/03/07,A,MADARIAGA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,1418,1995,20/03/07,E,JUAN N. FERNANDEZ,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,
206,6311,1995,21/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,5008,1995,21/03/07,A,Lima,I.E.P. TRILCE MARSANO,
206,5158,1995,21/03/07,A,MAR DEL PLATA,COLEGIO NACIONAL SUPERIOR Nº 1,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,4397,1995,21/03/07,A,MAR DEL PLATA,EPET Nº 9 DOMINGO F. SARMIENTO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,774,1995,21/03/07,E,TANDIL,ESCUELA DE EDUCACION MEDIA NRO.3 REPUBLICA DEL ECUADOR,Bachiller Modalidad Ciencias Naturales
206,1659,1995,21/03/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,4742,1995,21/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,4926,1995,21/03/07,E,,ESCUELA AGROTECNICA SARMIENTO,Bachiller Modalidad Ciencias Naturales
206,4862,1995,21/03/07,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
212,4862,2007,05/09/07,A,NECOCHEA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,3473,1995,21/03/07,A,MAR DEL PLATA,ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2231,1995,21/03/07,A,MAR DEL PLATA,COLEGIO NACIONAL SUPERIOR Nº 1,
206,399,1995,22/03/07,A,AZUL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER EN CIENCIAS NATURALES
206,5625,1995,22/03/07,A,TANDIL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,Bachiller Modalidad Ciencias Naturales
206,3288,1995,22/03/07,A,MAR DEL PLATA,INSTITUTO ALBERT EINSTEIN,Bachiller Modalidad Ciencias Naturales
206,2551,1995,22/03/07,A,TANDIL,COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3635,1995,22/03/07,A,Ciudad Autónoma de Buenos Aires,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
201,1300,2004,22/03/07,A,TRELEW,ESCUELA DE ENSEÑANZA MEDIA N6,
206,4060,1995,22/03/07,A,Ciudad Autónoma de Buenos Aires,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
208,4060,2010,21/03/11,A,Ciudad Autónoma de Buenos Aires,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,2924,1995,22/03/07,A,,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
206,301,1995,23/03/07,A,RIO GRANDE,ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA,Bachiller Mod. Prod. Bienes y Servicios y Técnico en Equipos e Inst. Electrom.
201,5234,2004,22/03/07,E,,ESCUELA DE COMERCIO LIB. GRAL.MANUEL BELGRANO,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,5234,2004,22/02/08,A,,ESCUELA DE COMERCIO LIB. GRAL.MANUEL BELGRANO,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,5234,2004,13/02/12,E,,ESCUELA DE COMERCIO LIB. GRAL.MANUEL BELGRANO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,5519,1995,22/03/07,A,,ESCUELA NORMAL SUPERIOR SARMIENTO,
206,4897,1995,22/03/07,A,OLAVARRIA,ESCUELA DE EDUCACION MEDIA NRO. 6 CORONEL OLAVARRIA,Bachiller Modalidad Ciencias Naturales
206,6075,1995,22/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,TECNICO EN EQUIPOS E INSTALACIONES ELECTROMECANICAS
206,3998,1995,22/03/07,A,MAR DEL PLATA,ANDRES FERREYRA,
206,4782,1995,22/03/07,E,TANDIL,COLE. NACIONAL,BACHILLER MODALIDAD ECONOMIA Y GESTION DE LAS ORGANIZACIONES  C/ OR. EN GEST.AMB
208,4782,2010,10/02/15,A,TANDIL,COLE. NACIONAL,BACHILLER MODALIDAD ECONOMIA Y GESTION DE LAS ORGANIZACIONES  C/ OR. EN GEST.AMB
206,5945,1995,22/03/07,A,Indeterminada,COLEGIO NACIONAL DR DIEGO DE SALINAS,BACHILLER EN CIENCIAS NATURALES
206,3954,1995,22/03/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5298,1995,22/03/07,A,TRES ARROYOS,ESCUELA AGROTECNICA SARMIENTO,
206,542,1995,22/03/07,A,MAR DEL PLATA,AGROTECNICA LOS PIONEROS,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,6363,1995,22/03/07,A,AZUL,COLEGIO NACIONAL DR DIEGO DE SALINAS,
206,1425,1995,22/03/07,A,MAR DEL PLATA,COLEGIO SANTO DOMINGO,
206,2144,1995,22/03/07,A,Indeterminada,AGROTECNICA LOS PIONEROS,
206,4433,1995,22/03/07,E,,ESCUELA DE EDUCACION MEDIA NRO 2,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,3860,1995,22/03/07,E,TANDIL,COLEGIO DE LA SIERRA,Bachiller Modalidad Ciencias Naturales
206,5397,1995,22/03/07,A,MAR DEL PLATA,EL TRANSITO DE NUESTRA SEÑORA,
206,1128,1995,22/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1825,1995,22/03/07,A,MAR DEL PLATA,EPET Nº 9 DOMINGO F. SARMIENTO,
206,1899,1995,22/03/07,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,4210,1995,22/03/07,A,TANDIL,ESC. SUPERIOR SARMIENTO,
206,379,1995,22/03/07,A,TANDIL,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
206,4264,1995,22/03/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,185,1995,22/03/07,A,ADOLFO GONZALES CHAVES,COLEGIO INGLES CATOLICO,
206,4201,1995,22/03/07,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
212,4201,2007,12/02/10,A,Indeterminada,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,905,1995,22/03/07,E,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
205,2030,2004,22/03/07,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,6027,1995,23/03/07,A,BENITO JUAREZ,COLEGIO MARIANO MORENO,
206,5694,1995,23/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2155,1995,23/03/07,A,LA PLATA,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
206,609,1995,23/03/07,N,RAUCH,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER BILINGÜE EN ADMIN. Y GEST. ORGANIZ
206,1439,1995,23/03/07,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1406,1995,23/03/07,E,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
204,4021,2003,23/03/07,E,,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,
206,4021,1995,26/03/07,A,,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,
206,2704,1995,23/03/07,N,LA PLATA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
201,2726,2004,23/03/07,E,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
205,2726,2004,10/03/09,A,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
208,2726,2010,07/02/13,A,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,5399,1995,23/03/07,A,Ciudad Autónoma de Buenos Aires,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
209,5399,1998,23/03/07,N,Ciudad Autónoma de Buenos Aires,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1363,1995,23/03/07,A,NECOCHEA,COLEGIO NACIONALNº 3 EXODO JUJEÑO,
206,1795,1995,23/03/07,E,MAR DEL PLATA,COLEGIO INMACULADA CONCEPCION,Bachiller Modalidad Ciencias Naturales
206,3345,1995,23/03/07,A,FLORENCIO VARELA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,4380,1995,23/03/07,A,SALADILLO,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,
206,4234,1995,23/03/07,E,MAR DEL PLATA,ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO,Bachiller Modalidad Prod. de Bienes y Serv. y Técnico en Inf. Personal y Prof.
206,5697,1995,23/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,3164,1995,23/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,2541,1995,23/03/07,A,AZUL,COLEGIO ¨MARIANO MORENO¨,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3805,1995,26/03/07,A,TRELEW,SUPERIOR N. 1 DE RAWSON,
206,5879,1995,26/03/07,A,MONTE GRANDE,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1022,1995,26/03/07,A,TRES ARROYOS,ESCUELA AGROPECUARIA DE TRES ARROYOS,Bachiller Mod. Economía y Gestión de las Org. y Técnico en Gestión Org.
212,1022,2007,05/09/07,A,TRES ARROYOS,ESCUELA AGROPECUARIA DE TRES ARROYOS,Bachiller Mod. Economía y Gestión de las Org. y Técnico en Gestión Org.
206,2864,1995,26/03/07,A,BENITO JUAREZ,COLEGIO MARIANO MORENO,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO"
206,5261,1995,26/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,3464,1995,26/03/07,A,MIRAMAR,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
212,3464,2007,10/02/11,A,MIRAMAR,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
204,5973,2003,26/03/07,A,,COLEGIO SANTO DOMINGO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,5973,1995,26/03/07,E,,COLEGIO SANTO DOMINGO,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,5973,2004,26/02/13,A,,COLEGIO SANTO DOMINGO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3807,1995,26/03/07,A,MAR DEL PLATA,EPET Nº 9 DOMINGO F. SARMIENTO,
206,5540,1995,26/03/07,A,MAR DEL PLATA,E.N.E.T. Nº 5,BACHILLER
206,5147,1995,27/03/07,E,Indeterminada,ESCUELA INSDUSTRIAL Nº 5,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,1214,1995,27/03/07,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,
206,664,1995,27/03/07,E,MAR DEL PLATA,COLEGIO NACIONAL SUPERIOR Nº 1,
206,125,1995,27/03/07,E,Indeterminada,COLEGIO NACIONAL DR. ARTURO ILLIA,BACHILLER
206,1841,1995,27/03/07,E,,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,
212,1841,2007,01/04/11,A,,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,
206,4846,1995,27/03/07,A,MAR DEL PLATA,INSTITUTO ¨SAINT EXUPERY¨,
213,4846,2014,30/03/15,A,MAR DEL PLATA,INSTITUTO ¨SAINT EXUPERY¨,
206,4037,1995,27/03/07,E,OLAVARRIA,COLEGIO NACIONAL MELITON CARVAJAL,Bachiller Modalidad Economía y Gestión de las Organizaciones
212,4037,2007,15/03/11,A,OLAVARRIA,COLEGIO NACIONAL MELITON CARVAJAL,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3683,1995,27/03/07,A,TRELEW,ESC. NAC. Nº8,
206,3239,1995,27/03/07,A,MAR DEL PLATA,COLEGIO NACIONAL SUPERIOR Nº 1,
206,728,1995,27/03/07,A,MAR DEL PLATA,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,5727,1995,27/03/07,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
212,5727,2007,05/03/14,A,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5578,1995,27/03/07,E,RAUCH,COLEGIO SECUNDARIO JUAN PABLO II,
206,4436,1995,27/03/07,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,
206,5403,1995,27/03/07,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,268,1995,27/03/07,N,MAR DEL PLATA,ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3383,1995,27/03/07,A,,ESC. NARCISO LAPRIDA,BACHILLER EN INFORMATICA
209,3844,2006,27/03/07,E,,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,Bachiller Modalidad Ciencias Naturales
206,2233,1995,27/03/07,A,AZUL,COLEGIO ¨MARIANO MORENO¨,
201,6512,2004,27/03/07,E,TANDIL,ESCUELA DE COMERCIO GENERAL SAN MARTIN,
205,6512,2004,11/03/08,A,TANDIL,ESCUELA DE COMERCIO GENERAL SAN MARTIN,
207,1518,1997,27/03/07,A,AYACUCHO,ANGEL DOMINGO ROJAS,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2839,1995,27/03/07,A,CORONEL VIDAL,ESCUELA INSDUSTRIAL Nº 5,
206,1288,1995,27/03/07,A,OLAVARRIA,COLEGIO SECUNDARIO CACIQUE ANGACO,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,109,1995,27/03/07,A,BENITO JUAREZ,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
213,109,2014,09/03/16,A,BENITO JUAREZ,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,6260,1995,27/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1292,1995,27/03/07,N,CORONEL VIDAL,COLEGIO SECUNDARIO ANTONIO DE LA TORRE,Bachiller Modalidad Economía y Gestión de las Organizaciones
207,1292,1997,12/03/09,N,CORONEL VIDAL,COLEGIO SECUNDARIO ANTONIO DE LA TORRE,Bachiller Modalidad Economía y Gestión de las Organizaciones
201,1292,2004,24/02/10,A,CORONEL VIDAL,COLEGIO SECUNDARIO ANTONIO DE LA TORRE,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,1292,2004,07/03/13,A,CORONEL VIDAL,COLEGIO SECUNDARIO ANTONIO DE LA TORRE,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2564,1995,27/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,3786,1995,27/03/07,A,MONTE GRANDE,,
206,2908,1995,27/03/07,A,MAR DEL PLATA,ESCUELA DE COMERCIO DE CAUCETE,
206,5794,1995,27/03/07,A,CLARAZ,ESCUELA DE COMERCIO GENERAL SAN MARTIN,
206,1395,1995,27/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,2168,1995,27/03/07,A,AYACUCHO,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,2264,1995,27/03/07,A,DAIREAUX,ESC DE COMERCIO GRAL MANUEL BELGRANO,
212,2264,2007,09/02/10,A,DAIREAUX,ESC DE COMERCIO GRAL MANUEL BELGRANO,
206,614,1995,27/03/07,A,OLAVARRIA,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,
206,523,1995,27/03/07,A,OLAVARRIA,COL. NACIONAL MONS. DR. PABLO CABRERA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,4526,1995,27/03/07,A,"COMODORO RIVADAVIA SUC. N"" 1",NACIONAL DE SAN MARTIN,
206,4845,1995,27/03/07,A,SAN CAYETANO,COLEGIO INGLES CATOLICO,Bachiller Modalidad Ciencias Naturales
206,3649,1995,27/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
203,4602,2006,27/03/07,A,TANDIL,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,
206,4280,1995,27/03/07,A,TANDIL,ESCUELA DE EDUCACION TECNICA Nº 1 ING. ROGELIO BOERO,
206,3142,1995,27/03/07,A,MIRAMAR,ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA,
212,3142,2007,25/02/10,A,MIRAMAR,ESCUELA INDUSTRIAL DE LA NACION C.S. MENDOZA,
206,6395,1995,27/03/07,A,,COL. NACIONAL MONS. DR. PABLO CABRERA,
204,6395,2003,11/02/08,A,,COL. NACIONAL MONS. DR. PABLO CABRERA,
205,6395,2004,11/03/08,E,,COL. NACIONAL MONS. DR. PABLO CABRERA,
206,5788,1995,27/03/07,A,MAR DEL PLATA,COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA,
213,5788,2014,30/03/15,A,MAR DEL PLATA,COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA,
206,1502,1995,27/03/07,A,MAR DEL PLATA,ESCUELA DE AGRICULTURA Y GANADERIA DE LA NACION,
206,2493,1995,28/03/07,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,4225,1995,28/03/07,E,,ESCUELA DE FRUTICULTURA Y ENOLOGIA,
206,4790,1995,28/03/07,E,OLAVARRIA,INSTITUTO MONS. CESAR CANEVA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2333,1995,29/03/07,A,TANDIL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
206,1731,1995,29/03/07,A,TANDIL,COLEGIO SANTO DOMINGO,
212,1731,2007,24/02/10,A,TANDIL,COLEGIO SANTO DOMINGO,
206,407,1995,29/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,6193,1995,30/03/07,N,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,1038,1995,30/03/07,A,MAR DEL PLATA,COLEGIO SAN JOSE DE LOS HERMANOS MARISTAS,
206,1885,1995,30/03/07,A,AZUL,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
206,5402,1995,30/03/07,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,
206,2135,1995,30/03/07,A,RAUCH,COLEGIO SECUNDARIO JUAN PABLO II,
206,5854,1995,30/03/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
206,402,1995,11/04/07,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,
205,1926,2004,11/04/07,A,TANDIL,COLEGIO MONSEÑOR JOSE AMERICO ORZALI,
201,4482,2004,11/04/07,E,,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
205,4482,2004,11/04/07,A,,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
203,4482,2009,01/03/13,A,,ESC. NORMAL REGIONAL GENERAL SAN MARTIN,
201,5909,2004,11/04/07,A,OLAVARRIA,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
205,5909,2004,18/04/07,A,OLAVARRIA,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
206,5909,1995,21/02/08,A,OLAVARRIA,ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ,
